ID,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
314,9.8,0.44,0.4,2.8,0.036,35,167,0.9956,2.97,0.39,9.2,5
315,7.2,0.2,0.25,4.5,0.044,31,109,0.9949,3.23,0.36,9.4,5
316,8.2,0.61,0.45,5.4,0.03,15,118,0.9954,3.14,0.34,9.6,5
317,7.4,0.22,0.33,2,0.045,31,101,0.9931,3.42,0.55,11.4,5
318,6.5,0.41,0.64,11.8,0.065,65,225,0.9978,3.12,0.51,8.9,5
319,7.5,0.32,0.37,1.2,0.048,22,184,0.9938,3.09,0.43,9.3,5
320,7.6,0.26,0.47,1.6,0.068,5,55,0.9944,3.1,0.45,9.6,5
321,6.4,0.3,0.38,7.8,0.046,35,192,0.9955,3.1,0.37,9,5
322,8.9,0.33,0.32,1.5,0.047,11,200,0.9954,3.19,0.46,9.4,5
323,6.4,0.3,0.38,7.8,0.046,35,192,0.9955,3.1,0.37,9,5
324,7.3,0.27,0.39,6.7,0.064,28,188,0.9958,3.29,0.3,9.7,5
325,8,0.28,0.42,7.1,0.045,41,169,0.9959,3.17,0.43,10.6,5
326,8,0.61,0.38,12.1,0.301,24,220,0.9993,2.94,0.48,9.2,5
327,8,0.28,0.42,7.1,0.045,41,169,0.9959,3.17,0.43,10.6,5
328,6.9,0.18,0.38,6.5,0.039,20,110,0.9943,3.1,0.42,10.5,5
329,7.8,0.32,0.31,1.7,0.036,46,195,0.993,3.03,0.48,10.5,5
330,7.3,0.24,0.39,3.6,0.024,35,116,0.9928,3.17,0.51,10.9,5
331,10.3,0.25,0.48,2.2,0.042,28,164,0.998,3.19,0.59,9.7,5
332,6.4,0.26,0.22,5.1,0.037,23,131,0.9944,3.29,0.32,10.1,5
333,8.4,0.57,0.44,10.7,0.051,46,195,0.9981,3.15,0.51,10.4,5
334,5.7,0.245,0.33,1.1,0.049,28,150,0.9927,3.13,0.42,9.3,5
335,7,0.16,0.73,1,0.138,58,150,0.9936,3.08,0.3,9.2,5
336,7.2,0.14,0.35,1.2,0.036,15,73,0.9938,3.46,0.39,9.9,5
337,7.6,0.31,0.29,10.5,0.04,21,145,0.9966,3.04,0.35,9.4,5
338,8.1,0.5,0.47,1.1,0.037,23,126,0.9938,3.21,0.42,10.9,5
339,7,0.39,0.31,5.3,0.169,32,162,0.9965,3.2,0.48,9.4,5
340,8.1,0.5,0.47,1.1,0.037,23,126,0.9938,3.21,0.42,10.9,5
341,7.6,0.31,0.29,10.5,0.04,21,145,0.9966,3.04,0.35,9.4,5
342,7.4,0.31,0.74,10.7,0.039,51,147,0.9977,3.02,0.43,8.7,5
343,7.8,0.23,0.28,4.75,0.042,45,166,0.9928,2.96,0.4,11.5,5
344,6.9,0.2,0.4,7.7,0.032,51,176,0.9939,3.22,0.27,11.4,5
345,8,0.59,0.71,17.35,0.038,61,228,1,2.95,0.75,9.3,5
346,9.7,0.14,0.59,1.5,0.049,23,142,0.9958,2.98,0.62,9.5,5
347,9.6,0.25,0.54,1.3,0.04,16,160,0.9938,2.94,0.43,10.5,5
348,9.2,0.32,0.42,1.3,0.046,14,186,0.9949,3.08,0.48,9.6,5
349,7,0.15,0.34,1.4,0.039,21,177,0.9927,3.32,0.62,10.8,5
350,6.4,0.25,0.53,6.6,0.038,59,234,0.9955,3.03,0.42,8.8,5
351,6.2,0.2,0.26,1.7,0.093,40,161,0.9924,3.44,0.66,11,5
352,8.4,0.19,0.43,2.1,0.052,20,104,0.994,2.85,0.46,9.5,5
353,8.3,0.21,0.41,2.2,0.05,24,108,0.994,2.85,0.45,9.5,5
354,6.7,0.18,0.3,6.4,0.048,40,251,0.9956,3.29,0.52,10,5
355,6.7,0.18,0.3,6.4,0.048,40,251,0.9956,3.29,0.52,10,5
356,7.6,0.54,0.23,2,0.029,13,151,0.9931,3.04,0.33,10.4,5
357,6.7,0.18,0.3,6.4,0.048,40,251,0.9956,3.29,0.52,10,5
358,7.8,0.13,0.3,1.8,0.04,43,179,0.9955,3.43,0.41,9,5
359,7.6,0.19,0.41,1.1,0.04,38,143,0.9907,2.92,0.42,11.4,5
360,7.6,0.19,0.41,1.1,0.04,38,143,0.9907,2.92,0.42,11.4,5
361,7.6,0.27,0.24,3.8,0.058,19,115,0.9958,3.15,0.45,8.9,5
362,7.4,0.64,0.47,14.15,0.168,42,185,0.9984,2.9,0.49,9.3,5
363,6.2,0.33,0.29,1.3,0.042,26,138,0.9956,3.77,0.64,9.5,5
364,9,0.31,0.48,6.6,0.043,11,73,0.9938,2.9,0.38,11.6,5
365,5.9,0.415,0.02,0.8,0.038,22,63,0.9932,3.36,0.36,9.3,5
366,6.9,0.35,0.74,1,0.044,18,132,0.992,3.13,0.55,10.2,5
367,5.3,0.165,0.24,1.1,0.051,25,105,0.9925,3.32,0.47,9.1,5
368,7.4,0.25,0.49,1.1,0.042,35,156,0.9917,3.13,0.55,11.3,5
369,6.1,0.22,0.49,1.5,0.051,18,87,0.9928,3.3,0.46,9.6,5
370,6.1,0.22,0.49,1.5,0.051,18,87,0.9928,3.3,0.46,9.6,5
371,7.4,0.25,0.49,1.1,0.042,35,156,0.9917,3.13,0.55,11.3,5
372,6.9,0.23,0.24,14.2,0.053,19,94,0.9982,3.17,0.5,9.6,5
373,8.5,0.56,0.74,17.85,0.051,51,243,1.0005,2.99,0.7,9.2,5
374,6.3,0.23,0.49,7.1,0.05,67,210,0.9951,3.23,0.34,9.5,5
375,6.1,0.25,0.49,7.6,0.052,67,226,0.9956,3.16,0.47,8.9,5
376,7.2,0.26,0.74,13.6,0.05,56,162,0.998,3.03,0.44,8.8,5
377,7.2,0.31,0.24,1.4,0.057,17,117,0.9928,3.16,0.35,10.5,5
378,8,0.25,0.49,1.2,0.061,27,117,0.9938,3.08,0.34,9.4,5
379,7.2,0.4,0.49,1.1,0.048,11,138,0.9929,3.01,0.42,9.3,5
380,8.3,0.21,0.49,19.8,0.054,50,231,1.0012,2.99,0.54,9.2,5
381,6.9,0.34,0.74,11.2,0.069,44,150,0.9968,3,0.81,9.2,5
382,7,0.2,0.74,0.8,0.044,19,163,0.9931,3.46,0.53,10.2,5
383,6.5,0.24,0.24,1.6,0.046,15,60,0.9928,3.19,0.39,9.8,5
384,7.2,0.4,0.49,1.1,0.048,11,138,0.9929,3.01,0.42,9.3,5
385,7.8,0.21,0.49,1.35,0.052,6,48,0.9911,3.15,0.28,11.4,5
386,7.1,0.85,0.49,8.7,0.028,40,184,0.9962,3.22,0.36,10.7,5
387,7.9,0.16,0.74,17.85,0.037,52,187,0.9998,2.99,0.41,9.3,5
388,7.5,0.2,0.49,1.3,0.031,8,97,0.9918,3.06,0.62,11.1,5
389,8,0.3,0.49,9.4,0.046,47,188,0.9964,3.14,0.48,10,5
390,6.7,0.62,0.24,1.1,0.039,6,62,0.9934,3.41,0.32,10.4,5
391,8.3,0.2,0.49,1.7,0.04,34,169,0.9938,3.05,0.37,10.1,5
392,6.6,0.3,0.24,1.2,0.034,17,121,0.9933,3.13,0.36,9.2,5
393,7.9,0.2,0.49,1.6,0.053,15,144,0.993,3.16,0.47,10.5,5
394,8,0.18,0.49,1.8,0.061,10,145,0.9942,3.23,0.48,10,5
395,8.3,0.2,0.49,1.7,0.04,34,169,0.9938,3.05,0.37,10.1,5
396,6.6,0.3,0.24,1.2,0.034,17,121,0.9933,3.13,0.36,9.2,5
397,6.9,0.21,0.49,1.4,0.041,15,164,0.9927,3.25,0.63,11,5
398,7.2,0.27,0.74,12.5,0.037,47,156,0.9981,3.04,0.44,8.7,5
399,7.2,0.27,0.74,12.5,0.037,47,156,0.9981,3.04,0.44,8.7,5
400,8.9,0.13,0.49,1,0.028,6,24,0.9926,2.91,0.32,9.9,5
401,8.9,0.13,0.49,1,0.028,6,24,0.9926,2.91,0.32,9.9,5
402,9.1,0.28,0.49,2,0.059,10,112,0.9958,3.15,0.46,10.1,5
403,9.1,0.28,0.49,2,0.059,10,112,0.9958,3.15,0.46,10.1,5
404,7.6,0.18,0.49,18.05,0.046,36,158,0.9996,3.06,0.41,9.2,5
405,7.5,0.19,0.49,1.8,0.055,19,110,0.9946,3.33,0.44,9.9,5
406,6.7,0.3,0.74,5,0.038,35,157,0.9945,3.21,0.46,9.9,5
407,6.6,0.3,0.74,4.6,0.041,36,159,0.9946,3.21,0.45,9.9,5
408,7.8,0.26,0.49,3.1,0.045,21,116,0.9931,3.16,0.35,10.3,5
409,6.4,0.18,0.74,11.9,0.046,54,168,0.9978,3.58,0.68,10.1,5
410,9.8,0.31,0.49,15.4,0.046,13,119,1.0004,3.18,0.45,9.5,5
411,6.4,0.18,0.74,11.9,0.046,54,168,0.9978,3.58,0.68,10.1,5
412,7.3,0.3,0.74,13.5,0.039,46,165,0.9982,3.02,0.4,8.7,5
413,9.3,0.31,0.49,1.3,0.042,34,147,0.9948,3.11,0.46,9.8,5
414,7.3,0.3,0.74,13.5,0.039,46,165,0.9982,3.02,0.4,8.7,5
415,6.6,0.55,0.01,2.7,0.034,56,122,0.9906,3.15,0.3,11.9,5
416,5.6,0.39,0.24,4.7,0.034,27,77,0.9906,3.28,0.36,12.7,5
417,6.7,0.41,0.01,2.8,0.048,39,137,0.9942,3.24,0.35,9.5,5
418,6.9,0.27,0.49,23.5,0.057,59,235,1.0024,2.98,0.47,8.6,5
419,8,0.29,0.49,11.7,0.035,40,131,0.9958,3.14,0.34,10.8,5
420,8.9,0.32,0.49,1.6,0.05,17,131,0.9956,3.13,0.34,9.4,5
421,8.9,0.32,0.49,1.6,0.05,17,131,0.9956,3.13,0.34,9.4,5
422,6.9,0.25,0.24,1.8,0.053,6,121,0.993,3.23,0.7,11.4,5
423,7.8,0.49,0.49,7,0.043,29,149,0.9952,3.21,0.33,10,5
424,7.6,0.47,0.49,13,0.239,42,220,0.9988,2.96,0.51,9.2,5
425,7.9,0.22,0.49,3.8,0.042,26,105,0.993,3.1,0.39,10.5,5
426,7.8,0.49,0.49,7,0.043,29,149,0.9952,3.21,0.33,10,5
427,7.1,0.3,0.49,1.6,0.045,31,100,0.9942,3.4,0.59,10.2,5
428,6.6,0.46,0.49,7.4,0.052,19,184,0.9956,3.11,0.38,9,5
429,7.8,0.28,0.49,1.3,0.046,27,142,0.9936,3.09,0.59,10.2,5
430,5.8,0.15,0.49,1.1,0.048,21,98,0.9929,3.19,0.48,9.2,5
431,6.6,0.31,0.49,7.7,0.05,52,220,0.9964,3.12,0.45,8.8,5
432,6.6,0.325,0.49,7.7,0.049,53,217,0.996,3.16,0.4,9.3,5
433,7.8,0.445,0.56,1,0.04,8,84,0.9938,3.25,0.43,10.8,5
434,6.6,0.26,0.31,4.8,0.138,41,168,0.9951,3.2,0.38,9.3,5
435,6.6,0.27,0.31,5.3,0.137,35,163,0.9951,3.2,0.38,9.3,5
436,6.2,0.27,0.32,8.8,0.047,65,224,0.9961,3.17,0.47,8.9,5
437,6.4,0.35,0.2,5.7,0.034,18,117,0.9944,3.33,0.43,10.1,5
438,7.6,0.32,0.34,18.35,0.054,44,197,1.0008,3.22,0.55,9,5
439,7.4,0.26,0.37,9.4,0.047,42,147,0.9982,3.46,0.72,10,5
440,6.7,0.265,0.22,8.6,0.048,54,198,0.9955,3.25,0.41,10.2,5
441,7.9,0.29,0.36,11.1,0.033,43,208,0.9969,3.14,0.46,10.3,5
442,6.7,0.33,0.42,6.4,0.058,27,151,0.9954,3.16,0.44,9.6,5
443,6.7,0.31,0.42,6.4,0.057,25,148,0.9955,3.16,0.45,9.6,5
444,6.8,0.26,0.29,16.95,0.056,48,179,0.9998,3.45,0.4,9.6,5
445,6.8,0.22,0.3,13.6,0.055,50,180,0.9984,3.44,0.39,9.8,5
446,8.1,0.31,0.24,1.6,0.032,10,67,0.9924,3.08,0.47,10.5,5
447,7,0.2,0.3,6.1,0.037,31,120,0.9939,3.24,0.51,10.8,5
448,6.8,0.3,0.24,6.6,0.123,35,116,0.9953,3.07,0.48,9.4,5
449,6.8,0.3,0.24,6.6,0.123,35,116,0.9953,3.07,0.48,9.4,5
450,6.6,0.545,0.04,2.5,0.031,48,111,0.9906,3.14,0.32,11.9,5
451,6.1,0.22,0.23,3.1,0.052,15,104,0.9948,3.14,0.42,8.7,5
452,7.5,0.15,0.38,1.8,0.054,19,101,0.9946,3.24,0.44,10,5
453,6.6,0.22,0.58,1.1,0.133,52,136,0.9932,3.1,0.3,9.1,5
454,6.1,0.34,0.31,12,0.053,46,238,0.9977,3.16,0.48,8.6,5
455,7.5,0.22,0.29,4.8,0.05,33,87,0.994,3.14,0.42,9.9,5
456,8,0.27,0.24,1.2,0.044,20,102,0.9929,3.28,0.42,10.9,5
457,6.7,0.27,0.25,8,0.053,54,202,0.9961,3.22,0.43,9.3,5
458,6.9,0.29,0.23,8.6,0.056,56,215,0.9967,3.17,0.44,8.8,5
459,9.6,0.21,0.28,1.2,0.038,12,53,0.9926,2.8,0.46,10.6,5
460,6.6,0.62,0.2,8.7,0.046,81,224,0.99605,3.17,0.44,9.3,5
461,6.7,0.27,0.25,8,0.053,54,202,0.9961,3.22,0.43,9.3,5
462,6.9,0.29,0.23,8.6,0.056,56,215,0.9967,3.17,0.44,8.8,5
463,6.6,0.32,0.26,7.7,0.054,56,209,0.9961,3.17,0.45,8.8,5
464,7.4,0.32,0.22,1.7,0.051,50,179,0.9955,3.28,0.69,8.9,5
465,6.6,0.37,0.07,1.4,0.048,58,144,0.9922,3.17,0.38,10,5
466,6.6,0.25,0.35,14,0.069,42,163,0.999,3.56,0.47,9.8,5
467,8.4,0.17,0.31,5.4,0.052,47,150,0.9953,3.24,0.38,9.8,5
468,8.2,0.36,0.29,7.6,0.035,37,122,0.9939,3.16,0.34,12,5
469,9.4,0.16,0.3,1.4,0.042,26,176,0.9954,3.15,0.46,9.1,5
470,6.4,0.33,0.24,1.6,0.054,25,117,0.9943,3.36,0.5,9.3,5
471,7.4,0.35,0.31,17.95,0.062,42,187,1.0002,3.27,0.64,9.1,5
472,6.6,0.37,0.24,2,0.064,23,120,0.9946,3.32,0.54,9.4,5
473,7.1,0.37,0.32,1.4,0.037,27,126,0.9918,3.19,0.62,12,5
474,9.4,0.16,0.23,1.6,0.042,14,67,0.9942,3.07,0.32,9.5,5
475,7.5,0.33,0.39,12.4,0.065,29,119,0.9974,3.16,0.39,9.4,5
476,7.6,0.38,0.2,3.4,0.046,9,116,0.9944,3.15,0.41,9.4,5
477,7.5,0.33,0.39,12.4,0.065,29,119,0.9974,3.16,0.39,9.4,5
478,7.6,0.38,0.2,3.4,0.046,9,116,0.9944,3.15,0.41,9.4,5
479,7.4,0.29,0.31,1.7,0.035,23,110,0.9926,3.07,0.38,10.9,5
480,6.5,0.32,0.12,11.5,0.033,35,165,0.9974,3.22,0.32,9,5
481,7.1,0.32,0.4,1.5,0.034,13,84,0.9944,3.42,0.6,10.4,5
482,6.5,0.32,0.12,11.5,0.033,35,165,0.9974,3.22,0.32,9,5
483,8,0.55,0.42,12.6,0.211,37,213,0.9988,2.99,0.56,9.3,5
484,6.9,0.18,0.33,1,0.054,24,164,0.9926,3.42,0.51,10.5,5
485,7.4,0.44,0.2,11.5,0.049,44,157,0.998,3.27,0.44,9,5
486,7.6,0.26,0.58,7.9,0.041,62,180,0.9966,3.07,0.38,9,5
487,7.4,0.44,0.2,11.5,0.049,44,157,0.998,3.27,0.44,9,5
488,8.7,0.49,0.57,17.8,0.052,34,243,1.0007,2.98,0.82,9,5
489,8.3,0.27,0.39,2.4,0.058,16,107,0.9955,3.28,0.59,10.3,5
490,8.9,0.34,0.34,1.6,0.056,13,176,0.9946,3.14,0.47,9.7,5
491,8.9,0.33,0.34,1.4,0.056,14,171,0.9946,3.13,0.47,9.7,5
492,6.6,0.28,0.3,7.8,0.049,57,202,0.9958,3.24,0.39,9.5,5
493,5.8,0.33,0.2,16.05,0.047,26,166,0.9976,3.09,0.46,8.9,5
494,5.8,0.33,0.2,16.05,0.047,26,166,0.9976,3.09,0.46,8.9,5
495,7.9,0.29,0.31,7.35,0.034,37,154,0.9938,3.06,0.31,10.8,5
496,6.6,0.31,0.38,16.05,0.058,16,165,0.9997,3.38,0.6,9.2,5
497,7.7,0.3,0.42,14.3,0.045,45,213,0.9991,3.18,0.63,9.2,5
498,7.7,0.3,0.42,14.3,0.045,45,213,0.9991,3.18,0.63,9.2,5
499,7.7,0.3,0.42,14.3,0.045,45,213,0.9991,3.18,0.63,9.2,5
500,6.4,0.22,0.32,7.9,0.029,34,124,0.9948,3.4,0.39,10.2,5
501,7,0.53,0.02,1,0.036,39,107,0.993,3.2,0.32,9,5
502,7.3,0.24,0.41,13.6,0.05,41,178,0.9988,3.37,0.43,9.7,5
503,7.2,0.24,0.4,17.85,0.049,50,185,1,3.34,0.42,9.6,5
504,7.6,0.15,0.4,1.3,0.036,24,112,0.9932,3.14,0.76,10,5
505,7.7,0.3,0.42,14.3,0.045,45,213,0.9991,3.18,0.63,9.2,5
506,7.6,0.33,0.41,13.7,0.045,44,197,0.9989,3.18,0.64,9.1,5
507,6.8,0.24,0.31,18.3,0.046,40,142,1,3.3,0.41,8.7,5
508,6.8,0.24,0.31,18.3,0.046,40,142,1,3.3,0.41,8.7,5
509,6.8,0.35,0.44,6.5,0.056,31,161,0.9952,3.14,0.44,9.5,5
510,7.4,0.21,0.3,7.9,0.039,14,118,0.9942,2.96,0.34,10.4,5
511,7.8,0.34,0.27,1.2,0.04,25,106,0.9932,3.01,0.55,10.4,5
512,6,0.28,0.35,1.9,0.037,16,120,0.9933,3.16,0.69,10.6,5
513,7.6,0.13,0.34,9.3,0.062,40,126,0.9966,3.21,0.39,9.6,5
514,6.6,0.25,0.36,8.1,0.045,54,180,0.9958,3.08,0.42,9.2,5
515,6.6,0.25,0.36,8.1,0.045,54,180,0.9958,3.08,0.42,9.2,5
516,7.6,0.13,0.34,9.3,0.062,40,126,0.9966,3.21,0.39,9.6,5
517,7,0.12,0.19,4.9,0.055,27,127,0.9953,3.29,0.41,9.4,5
518,8.2,0.37,0.27,1.7,0.028,10,59,0.9923,2.97,0.48,10.4,5
519,7.1,0.25,0.28,1.6,0.052,46,169,0.9926,3.05,0.41,10.5,5
520,8.8,0.34,0.33,9.7,0.036,46,172,0.9966,3.08,0.4,10.2,5
521,7.2,0.47,0.65,8.3,0.083,27,182,0.9964,3,0.35,9.2,5
522,8.8,0.34,0.33,9.7,0.036,46,172,0.9966,3.08,0.4,10.2,5
523,7.2,0.16,0.35,1.2,0.031,27,84,0.9928,3.33,0.34,9.9,5
524,6.8,0.31,0.32,7.6,0.052,35,143,0.9959,3.14,0.38,9,5
525,8.3,0.36,0.57,15,0.052,35,256,1.0001,2.93,0.64,8.6,5
526,6.8,0.31,0.32,7.6,0.052,35,143,0.9959,3.14,0.38,9,5
527,8.3,0.36,0.57,15,0.052,35,256,1.0001,2.93,0.64,8.6,5
528,6.3,0.25,0.44,11.6,0.041,48,195,0.9968,3.18,0.52,9.5,5
529,6,0.45,0.42,1.1,0.051,61,197,0.9932,3.02,0.4,9,5
530,5.7,0.45,0.42,1.1,0.051,61,197,0.9932,3.02,0.4,9,5
531,6.7,0.31,0.44,6.7,0.054,29,160,0.9952,3.04,0.44,9.6,5
532,8,0.25,0.13,17.2,0.036,49,219,0.9996,2.96,0.46,9.7,5
533,8,0.25,0.13,17.2,0.036,49,219,0.9996,2.96,0.46,9.7,5
534,6.4,0.29,0.28,11.1,0.063,66,169,0.9973,2.89,0.57,9,5
535,7.2,0.15,0.33,1.1,0.027,16,63,0.9937,3.37,0.4,9.9,5
536,8.5,0.17,0.31,1,0.024,13,91,0.993,2.79,0.37,10.1,5
537,8.5,0.17,0.31,1,0.024,13,91,0.993,2.79,0.37,10.1,5
538,9.5,0.21,0.47,1.3,0.039,21,123,0.9959,2.9,0.64,9.5,5
539,8.2,0.21,0.48,1.4,0.041,11,99,0.9958,3.17,0.57,9.9,5
540,6.8,0.31,0.42,6.9,0.046,50,173,0.9958,3.19,0.46,9,5
541,7.6,0.2,0.26,4.5,0.086,37,133,0.9963,3.15,0.42,9.2,5
542,7.5,0.26,0.26,18.35,0.084,33,139,1.0011,3.17,0.39,8.8,5
543,7.5,0.26,0.26,18.35,0.084,33,139,1.0011,3.17,0.39,8.8,5
544,6.8,0.28,0.37,7,0.057,35,208,0.9973,3.57,0.55,10.2,5
545,8.1,0.22,0.28,7.7,0.043,57,176,0.9954,3.12,0.55,10,5
546,7,0.12,0.28,6.3,0.057,17,103,0.9957,3.5,0.44,9.6,5
547,6.8,0.31,0.09,1.4,0.04,56,145,0.9922,3.19,0.46,10,5
548,6.7,0.31,0.08,1.3,0.038,58,147,0.9922,3.18,0.46,10,5
549,7.2,0.15,0.39,1.8,0.043,21,159,0.9948,3.52,0.47,10,5
550,7.2,0.15,0.39,1.8,0.043,21,159,0.9948,3.52,0.47,10,5
551,6.8,0.18,0.46,1.4,0.064,37,160,0.9924,3.37,0.45,11.1,5
552,9,0.55,0.3,8.1,0.026,14,71,0.993,2.94,0.36,11.8,5
553,9,0.55,0.3,8.1,0.026,14,71,0.993,2.94,0.36,11.8,5
554,8,0.43,0.4,12.4,0.168,29,190,0.9991,3.07,0.64,9.2,5
555,7.5,0.3,0.71,1.3,0.16,44,149,0.9948,3.08,0.42,8.9,5
556,6.4,0.26,0.4,1.7,0.179,5,60,0.9925,3.09,0.54,10.1,5
557,6.9,0.32,0.15,8.1,0.046,51,180,0.9958,3.13,0.45,8.9,5
558,7.6,0.29,0.26,6.5,0.042,32,160,0.9944,3.14,0.47,10.7,5
559,7.2,0.23,0.33,12.7,0.049,50,183,0.9987,3.41,0.4,9.8,5
560,7.9,0.35,0.36,1.6,0.038,11,124,0.9928,3.25,0.48,11,5
561,8.8,0.2,0.28,1.1,0.018,18,72,0.9926,2.97,0.35,10.4,5
562,7.6,0.29,0.26,6.5,0.042,32,160,0.9944,3.14,0.47,10.7,5
563,5.5,0.14,0.27,4.6,0.029,22,104,0.9949,3.34,0.44,9,5
564,8.7,0.24,0.35,0.6,0.042,11,71,0.9926,3.08,0.38,10.6,5
565,5.5,0.14,0.27,4.6,0.029,22,104,0.9949,3.34,0.44,9,5
566,8.7,0.24,0.35,0.6,0.042,11,71,0.9926,3.08,0.38,10.6,5
567,8.3,0.33,0.43,9.2,0.046,22,126,0.9982,3.38,0.47,9.3,5
568,6.8,0.34,0.44,6.6,0.052,28,156,0.9955,3.14,0.41,9.6,5
569,6.8,0.33,0.44,7,0.05,29,155,0.9955,3.14,0.42,9.5,5
570,6.8,0.21,0.27,18.15,0.042,41,146,1.0001,3.3,0.36,8.7,5
571,6.8,0.21,0.27,18.15,0.042,41,146,1.0001,3.3,0.36,8.7,5
572,8.6,0.485,0.29,4.1,0.026,19,101,0.9918,3.01,0.38,12.4,5
573,8.6,0.485,0.29,4.1,0.026,19,101,0.9918,3.01,0.38,12.4,5
574,6.8,0.21,0.27,18.15,0.042,41,146,1.0001,3.3,0.36,8.7,5
575,7.3,0.29,0.37,8.3,0.044,45,227,0.9966,3.12,0.47,9,5
576,5.7,0.46,0.46,1.4,0.04,31,169,0.9932,3.13,0.47,8.8,5
577,6.8,0.28,0.44,11.5,0.04,58,223,0.9969,3.22,0.56,9.5,5
578,6.9,0.17,0.25,1.6,0.047,34,132,0.9914,3.16,0.48,11.4,5
579,7.6,0.18,0.36,2.4,0.049,38,123,0.996,3.6,0.46,10.3,5
580,7.8,0.27,0.28,1.8,0.05,21,127,0.9934,3.15,0.44,9.9,5
581,7.7,0.28,0.29,4.3,0.051,25,142,0.9939,3.16,0.39,10.2,5
582,7.6,0.29,0.29,4.4,0.051,26,146,0.9939,3.16,0.39,10.2,5
583,6.6,0.23,0.27,5.6,0.043,43,164,0.9953,3.27,0.76,9.5,5
584,6.6,0.27,0.29,5.3,0.045,57,189,0.9953,3.31,0.79,9.8,5
585,7.6,0.18,0.36,2.4,0.049,38,123,0.996,3.6,0.46,10.3,5
586,6.8,0.36,0.32,1.6,0.039,10,124,0.9948,3.3,0.67,9.6,5
587,6.8,0.36,0.32,1.6,0.039,10,124,0.9948,3.3,0.67,9.6,5
588,7.5,0.42,0.14,10.7,0.046,18,95,0.9959,3.22,0.33,10.7,5
589,9.4,0.3,0.32,10.7,0.029,14,111,0.9958,2.85,0.42,10.6,5
590,8.2,0.17,0.32,1.5,0.05,17,101,0.994,3.14,0.58,9.5,5
591,7.2,0.25,0.19,8,0.044,51,172,0.9964,3.16,0.44,9.2,5
592,7.2,0.24,0.19,7.7,0.045,53,176,0.9958,3.17,0.38,9.5,5
593,5.3,0.76,0.03,2.7,0.043,27,93,0.9932,3.34,0.38,9.2,5
594,6.6,0.22,0.53,15.1,0.052,22,136,0.9986,2.94,0.35,9.4,5
595,6.6,0.22,0.53,15.1,0.052,22,136,0.9986,2.94,0.35,9.4,5
596,8.4,0.28,0.4,8.9,0.048,33,146,0.9988,3.4,0.46,9.3,5
597,6.8,0.32,0.34,6,0.05,5,129,0.9953,3.19,0.4,9.1,5
598,6.7,0.24,0.33,12.3,0.046,31,145,0.9983,3.36,0.4,9.5,5
599,6,0.16,0.3,6.7,0.043,43,153,0.9951,3.63,0.46,10.6,5
600,6.7,0.24,0.33,12.3,0.046,31,145,0.9983,3.36,0.4,9.5,5
601,6.2,0.34,0.3,11.1,0.047,28,237,0.9981,3.18,0.49,8.7,5
602,6,0.27,0.15,1.5,0.056,35,128,0.9936,3.12,0.45,8.8,5
603,6,0.16,0.3,6.7,0.043,43,153,0.9951,3.63,0.46,10.6,5
604,6.8,0.32,0.34,6,0.05,5,129,0.9953,3.19,0.4,9.1,5
605,8.5,0.24,0.47,15.2,0.057,40,234,1.0005,3.02,0.66,9,5
606,6.5,0.22,0.25,17.1,0.05,44,138,1.0001,3.3,0.37,8.8,5
607,6.5,0.22,0.25,17.1,0.05,44,138,1.0001,3.3,0.37,8.8,5
608,6.5,0.22,0.25,17.1,0.05,44,138,1.0001,3.3,0.37,8.8,5
609,5.7,0.33,0.15,1.9,0.05,20,93,0.9934,3.38,0.62,9.9,5
610,6.5,0.22,0.25,17.1,0.05,44,138,1.0001,3.3,0.37,8.8,5
611,7.7,0.26,0.32,1.2,0.04,26,117,0.993,3.21,0.56,10.8,5
612,6.8,0.25,0.27,10.7,0.076,47,154,0.9967,3.05,0.38,9,5
613,6.9,0.26,0.33,12.6,0.051,59,173,0.998,3.39,0.38,9.9,5
614,6.8,0.25,0.27,10.7,0.076,47,154,0.9967,3.05,0.38,9,5
615,6,0.28,0.22,12.15,0.048,42,163,0.9957,3.2,0.46,10.1,5
616,6.5,0.43,0.28,12,0.056,23,174,0.9986,3.31,0.55,9.3,5
617,9.1,0.33,0.38,1.7,0.062,50.5,344,0.9958,3.1,0.7,9.5,5
618,6.8,0.28,0.39,1.4,0.036,15,115,0.9918,3.27,0.72,11.7,5
619,7,0.35,0.24,1.9,0.04,21,144,0.9923,3.35,0.38,11,5
620,7.2,0.16,0.26,7.1,0.054,41,224,0.9966,3.38,0.55,10.1,5
621,7.2,0.16,0.26,7.1,0.054,41,224,0.9966,3.38,0.55,10.1,5
622,5.5,0.24,0.32,8.7,0.06,19,102,0.994,3.27,0.31,10.4,5
623,7.1,0.33,0.64,13.2,0.056,12,105,0.9972,3.05,0.39,9.2,5
624,7.7,0.28,0.35,15.3,0.056,31,117,0.9998,3.27,0.5,9.6,5
625,7.7,0.28,0.35,15.3,0.056,31,117,0.9998,3.27,0.5,9.6,5
626,7.5,0.26,0.52,13.2,0.047,64,179,0.9982,3.1,0.46,9,5
627,6.4,0.29,0.2,15.6,0.04,20,142,0.9962,3.1,0.54,10.6,5
628,7.1,0.33,0.64,13.2,0.056,12,105,0.9972,3.05,0.39,9.2,5
